scenario_id,profile_id,attachment_size_kb,repeat,turn,turn_index,session_id,enriched_transcript_chars,attachments_total_chars,messages_in_window,anchors_count,summary_chars,tokens_in,tokens_out,cost_usd,latency_ms,cache_hit_kind,last_resolved_tier,latency_budget_passed,cost_budget_passed,memory_drift_passed
pivot-t20,pivot,0,3,7,7,53b327ac-aa86-447e-9d56-df61a9bfa0d8,116,0,12,0,468,4105,280,0.000784,5740,none,default,1,1,1
pivot-t20,pivot,0,3,8,8,53b327ac-aa86-447e-9d56-df61a9bfa0d8,76,0,12,0,606,4248,276,0.000803,5719,none,default,1,1,1
pivot-t20,pivot,0,3,9,9,53b327ac-aa86-447e-9d56-df61a9bfa0d8,134,0,12,0,717,4320,120,0.00072,2833,none,default,1,1,1
pivot-t20,pivot,0,3,10,10,53b327ac-aa86-447e-9d56-df61a9bfa0d8,82,0,12,0,801,4182,263,0.000785,4934,none,default,1,1,1
pivot-t20,pivot,0,3,11,11,53b327ac-aa86-447e-9d56-df61a9bfa0d8,77,0,12,0,1056,4239,279,0.000803,6341,none,default,1,1,1
pivot-t20,pivot,0,3,12,12,53b327ac-aa86-447e-9d56-df61a9bfa0d8,68,0,12,0,1162,4433,270,0.000827,12895,none,default,1,1,1
pivot-t20,pivot,0,3,13,13,53b327ac-aa86-447e-9d56-df61a9bfa0d8,57,0,12,0,1309,4467,278,0.000837,9345,none,default,1,1,1
pivot-t20,pivot,0,3,14,14,53b327ac-aa86-447e-9d56-df61a9bfa0d8,53,0,12,0,1407,4503,258,0.00083,7576,none,default,1,1,1
pivot-t20,pivot,0,3,15,15,53b327ac-aa86-447e-9d56-df61a9bfa0d8,30,0,12,0,1515,4287,258,0.000798,4119,none,default,1,1,1
pivot-t20,pivot,0,3,16,16,53b327ac-aa86-447e-9d56-df61a9bfa0d8,45,0,12,0,1609,4436,261,0.000822,3809,none,default,1,1,1
pivot-t20,pivot,0,3,17,17,53b327ac-aa86-447e-9d56-df61a9bfa0d8,75,0,12,0,1774,4449,291,0.000842,4327,none,default,1,1,1
pivot-t20,pivot,0,3,18,18,53b327ac-aa86-447e-9d56-df61a9bfa0d8,50,0,12,0,1868,4518,301,0.000858,4640,none,default,1,1,1
pivot-t20,pivot,0,3,19,19,53b327ac-aa86-447e-9d56-df61a9bfa0d8,88,0,12,0,2007,4628,285,0.000865,4105,none,default,1,1,1
pivot-t20,pivot,0,3,20,20,53b327ac-aa86-447e-9d56-df61a9bfa0d8,76,0,12,0,2065,4714,101,0.000768,6135,none,default,1,1,1
pivot-t20,pivot,5,1,1,1,17f2ec92-7769-454f-90fb-14710480a97c,5310,5096,2,0,0,3209,270,0.000643,4474,none,default,1,1,0
pivot-t20,pivot,5,1,2,2,17f2ec92-7769-454f-90fb-14710480a97c,5245,5096,4,0,0,4633,265,0.000854,6834,none,default,1,1,1
pivot-t20,pivot,5,1,3,3,17f2ec92-7769-454f-90fb-14710480a97c,5272,5096,6,0,0,6011,276,0.001067,5493,none,default,1,1,1
pivot-t20,pivot,5,1,4,4,17f2ec92-7769-454f-90fb-14710480a97c,5238,5096,8,0,0,7399,271,0.001272,4815,none,default,1,1,1
pivot-t20,pivot,5,1,5,5,17f2ec92-7769-454f-90fb-14710480a97c,5408,5096,10,0,0,8816,291,0.001497,15416,none,default,1,1,1
pivot-t20,pivot,5,1,6,6,17f2ec92-7769-454f-90fb-14710480a97c,5249,5096,12,0,0,10202,282,0.0017,14743,none,default,1,1,1
pivot-t20,pivot,5,1,7,7,17f2ec92-7769-454f-90fb-14710480a97c,5272,5096,12,0,865,11600,279,0.001907,13372,none,default,1,1,1
pivot-t20,pivot,5,1,8,8,17f2ec92-7769-454f-90fb-14710480a97c,5232,5096,12,0,983,11826,274,0.001938,14096,none,default,1,1,1
pivot-t20,pivot,5,1,9,9,17f2ec92-7769-454f-90fb-14710480a97c,5290,5096,12,0,1096,11896,298,0.001963,11897,none,default,1,1,1
pivot-t20,pivot,5,1,10,10,17f2ec92-7769-454f-90fb-14710480a97c,5238,5096,12,0,1207,11932,275,0.001955,10075,none,default,1,1,1
pivot-t20,pivot,5,1,11,11,17f2ec92-7769-454f-90fb-14710480a97c,5233,5096,12,0,1261,11983,276,0.001963,4441,none,default,1,1,1
pivot-t20,pivot,5,1,12,12,17f2ec92-7769-454f-90fb-14710480a97c,5224,5096,12,0,1351,12002,278,0.001967,5590,none,default,1,1,1
pivot-t20,pivot,5,1,13,13,17f2ec92-7769-454f-90fb-14710480a97c,5213,5096,12,0,1514,11909,284,0.001957,4165,none,default,1,1,1
pivot-t20,pivot,5,1,14,14,17f2ec92-7769-454f-90fb-14710480a97c,5209,5096,12,0,1576,12003,276,0.001966,4348,none,default,1,1,1
pivot-t20,pivot,5,1,15,15,17f2ec92-7769-454f-90fb-14710480a97c,5186,5096,12,0,1699,12079,279,0.001979,12228,none,default,1,1,1
pivot-t20,pivot,5,1,16,16,17f2ec92-7769-454f-90fb-14710480a97c,5201,5096,12,0,1842,11944,278,0.001958,8190,none,default,1,1,1
pivot-t20,pivot,5,1,17,17,17f2ec92-7769-454f-90fb-14710480a97c,5231,5096,12,0,2000,12028,298,0.001983,15396,none,default,1,1,1
pivot-t20,pivot,5,1,18,18,17f2ec92-7769-454f-90fb-14710480a97c,5206,5096,12,0,2094,12136,280,0.001988,4465,none,default,1,1,1
pivot-t20,pivot,5,1,19,19,17f2ec92-7769-454f-90fb-14710480a97c,5244,5096,12,0,2206,11998,291,0.001974,19388,none,default,1,1,1
pivot-t20,pivot,5,1,20,20,17f2ec92-7769-454f-90fb-14710480a97c,5232,5096,12,0,2347,12072,277,0.001977,7528,none,default,1,1,1
pivot-t20,pivot,5,2,1,1,a557e21a-10a6-4498-976e-1eab7a87d76f,5310,5096,2,0,0,3209,297,0.00066,4319,none,default,1,1,0
pivot-t20,pivot,5,2,2,2,a557e21a-10a6-4498-976e-1eab7a87d76f,5245,5096,4,0,0,4674,341,0.000906,6652,none,default,1,1,1
pivot-t20,pivot,5,2,3,3,a557e21a-10a6-4498-976e-1eab7a87d76f,5272,5096,6,0,0,6157,329,0.001121,6286,none,default,1,1,1
pivot-t20,pivot,5,2,4,4,a557e21a-10a6-4498-976e-1eab7a87d76f,5238,5096,8,0,0,7579,318,0.001328,4550,none,default,1,1,1
pivot-t20,pivot,5,2,5,5,a557e21a-10a6-4498-976e-1eab7a87d76f,5408,5096,10,0,0,9035,335,0.001556,4865,none,default,1,1,1
pivot-t20,pivot,5,2,6,6,a557e21a-10a6-4498-976e-1eab7a87d76f,5249,5096,12,0,0,10458,324,0.001763,15590,none,default,1,1,1
pivot-t20,pivot,5,2,7,7,a557e21a-10a6-4498-976e-1eab7a87d76f,5272,5096,12,0,963,11860,321,0.001972,5430,none,default,1,1,1
pivot-t20,pivot,5,2,8,8,a557e21a-10a6-4498-976e-1eab7a87d76f,5232,5096,12,0,931,12124,307,0.002003,22733,none,default,1,1,1
pivot-t20,pivot,5,2,9,9,a557e21a-10a6-4498-976e-1eab7a87d76f,5290,5096,12,0,1127,12072,317,0.002001,16196,none,default,1,1,1
pivot-t20,pivot,5,2,10,10,a557e21a-10a6-4498-976e-1eab7a87d76f,5238,5096,12,0,1147,12106,302,0.001997,22118,none,default,1,1,1
pivot-t20,pivot,5,2,11,11,a557e21a-10a6-4498-976e-1eab7a87d76f,5233,5096,12,0,1155,12065,298,0.001989,12391,none,default,1,1,1
pivot-t20,pivot,5,2,12,12,a557e21a-10a6-4498-976e-1eab7a87d76f,5224,5096,12,0,1179,11993,296,0.001977,10282,none,default,1,1,1
pivot-t20,pivot,5,2,13,13,a557e21a-10a6-4498-976e-1eab7a87d76f,5213,5096,12,0,1397,11956,302,0.001975,6176,none,default,1,1,1
pivot-t20,pivot,5,2,14,14,a557e21a-10a6-4498-976e-1eab7a87d76f,5209,5096,12,0,1487,11969,292,0.001971,18918,none,default,1,1,1
pivot-t20,pivot,5,2,15,15,a557e21a-10a6-4498-976e-1eab7a87d76f,5186,5096,12,0,1650,11957,297,0.001972,8809,none,default,1,1,1
pivot-t20,pivot,5,2,16,16,a557e21a-10a6-4498-976e-1eab7a87d76f,5201,5096,12,0,1763,11954,307,0.001977,19435,none,default,1,1,1
pivot-t20,pivot,5,2,17,17,a557e21a-10a6-4498-976e-1eab7a87d76f,5231,5096,12,0,1873,11984,319,0.001989,20506,none,default,1,1,1
pivot-t20,pivot,5,2,18,18,a557e21a-10a6-4498-976e-1eab7a87d76f,5206,5096,12,0,2030,12022,316,0.001993,11571,none,default,1,1,1
pivot-t20,pivot,5,2,19,19,a557e21a-10a6-4498-976e-1eab7a87d76f,5244,5096,12,0,2139,12066,307,0.001994,18813,none,default,1,1,1
pivot-t20,pivot,5,2,20,20,a557e21a-10a6-4498-976e-1eab7a87d76f,5232,5096,12,0,2295,24817,239,0.003866,4316,none,default,1,1,1
pivot-t20,pivot,5,3,1,1,63b5c06f-1931-4b97-8fdb-9c3945e712ca,5310,5096,2,0,0,3209,316,0.000671,4080,none,default,1,1,0
pivot-t20,pivot,5,3,2,2,63b5c06f-1931-4b97-8fdb-9c3945e712ca,5245,5096,4,0,0,4685,316,0.000892,4141,none,default,1,1,1
pivot-t20,pivot,5,3,3,3,63b5c06f-1931-4b97-8fdb-9c3945e712ca,5272,5096,6,0,0,6114,308,0.001102,4309,none,default,1,1,1
pivot-t20,pivot,5,3,4,4,63b5c06f-1931-4b97-8fdb-9c3945e712ca,5238,5096,8,0,0,7533,302,0.001311,4357,none,default,1,1,1
pivot-t20,pivot,5,3,5,5,63b5c06f-1931-4b97-8fdb-9c3945e712ca,5408,5096,10,0,0,9007,364,0.001569,10174,none,default,1,1,1
pivot-t20,pivot,5,3,6,6,63b5c06f-1931-4b97-8fdb-9c3945e712ca,5249,5096,12,0,0,10420,303,0.001745,4040,none,default,1,1,1
pivot-t20,pivot,5,3,7,7,63b5c06f-1931-4b97-8fdb-9c3945e712ca,5272,5096,12,0,643,11844,312,0.001964,18322,none,default,1,1,1
pivot-t20,pivot,5,3,8,8,63b5c06f-1931-4b97-8fdb-9c3945e712ca,5232,5096,12,0,735,12006,303,0.001983,14756,none,default,1,1,1
pivot-t20,pivot,5,3,9,9,63b5c06f-1931-4b97-8fdb-9c3945e712ca,5290,5096,12,0,899,12048,299,0.001987,12697,none,default,1,1,1
pivot-t20,pivot,5,3,10,10,63b5c06f-1931-4b97-8fdb-9c3945e712ca,5238,5096,12,0,983,11983,297,0.001976,18022,none,default,1,1,1
pivot-t20,pivot,5,3,11,11,63b5c06f-1931-4b97-8fdb-9c3945e712ca,5233,5096,12,0,918,11974,313,0.001984,14543,none,default,1,1,1
pivot-t20,pivot,5,3,12,12,63b5c06f-1931-4b97-8fdb-9c3945e712ca,5224,5096,12,0,1096,11895,300,0.001964,20994,none,default,1,1,1
pivot-t20,pivot,5,3,13,13,63b5c06f-1931-4b97-8fdb-9c3945e712ca,5213,5096,12,0,1320,11910,303,0.001968,22052,none,default,1,1,1
pivot-t20,pivot,5,3,14,14,63b5c06f-1931-4b97-8fdb-9c3945e712ca,5209,5096,12,0,1480,11932,315,0.001979,18370,none,default,1,1,1
pivot-t20,pivot,5,3,15,15,63b5c06f-1931-4b97-8fdb-9c3945e712ca,5186,5096,12,0,1855,11972,289,0.001969,4980,none,default,1,1,1
pivot-t20,pivot,5,3,16,16,63b5c06f-1931-4b97-8fdb-9c3945e712ca,5201,5096,12,0,2031,11993,302,0.00198,16281,none,default,1,1,1
pivot-t20,pivot,5,3,17,17,63b5c06f-1931-4b97-8fdb-9c3945e712ca,5231,5096,12,0,1737,12047,302,0.001988,5610,none,default,1,1,1
pivot-t20,pivot,5,3,18,18,63b5c06f-1931-4b97-8fdb-9c3945e712ca,5206,5096,12,0,1865,11978,297,0.001975,18151,none,default,1,1,1
pivot-t20,pivot,5,3,19,19,63b5c06f-1931-4b97-8fdb-9c3945e712ca,5244,5096,12,0,2026,11990,306,0.001982,4381,none,default,1,1,1
pivot-t20,pivot,5,3,20,20,63b5c06f-1931-4b97-8fdb-9c3945e712ca,5232,5096,12,0,2113,12091,121,0.001886,2324,none,default,1,1,1
pivot-t20,pivot,20,1,1,1,5b050213-3726-4ca4-8075-b83572911c5c,20314,20099,2,0,0,6217,107,0.000997,2551,none,default,1,1,0
pivot-t20,pivot,20,1,2,2,5b050213-3726-4ca4-8075-b83572911c5c,20249,20099,4,0,0,10476,118,0.001642,2349,none,default,1,1,1
pivot-t20,pivot,20,1,3,3,5b050213-3726-4ca4-8075-b83572911c5c,20276,20099,6,0,0,14716,319,0.002399,11699,none,default,1,1,1
pivot-t20,pivot,20,1,4,4,5b050213-3726-4ca4-8075-b83572911c5c,20242,20099,8,0,0,19157,305,0.003057,9208,none,default,1,1,1
pivot-t20,pivot,20,1,5,5,5b050213-3726-4ca4-8075-b83572911c5c,20412,20099,10,0,0,23614,311,0.003729,14504,none,default,1,1,1
pivot-t20,pivot,20,1,6,6,5b050213-3726-4ca4-8075-b83572911c5c,20253,20099,12,0,0,28000,290,0.004374,4003,none,default,1,1,1
pivot-t20,pivot,20,1,7,7,5b050213-3726-4ca4-8075-b83572911c5c,20276,20099,12,0,819,32410,298,0.00504,9080,none,default,1,1,1
pivot-t20,pivot,20,1,8,8,5b050213-3726-4ca4-8075-b83572911c5c,20236,20099,12,0,996,32755,273,0.005077,4687,none,default,1,1,1
pivot-t20,pivot,20,1,9,9,5b050213-3726-4ca4-8075-b83572911c5c,20294,20099,12,0,1128,32957,312,0.005131,14272,none,default,1,1,1
pivot-t20,pivot,20,1,10,10,5b050213-3726-4ca4-8075-b83572911c5c,20242,20099,12,0,1257,32983,304,0.00513,5407,none,default,1,1,1
pivot-t20,pivot,20,1,11,11,5b050213-3726-4ca4-8075-b83572911c5c,20237,20099,12,0,1218,32995,280,0.005117,13480,none,default,1,1,1
pivot-t20,pivot,20,1,12,12,5b050213-3726-4ca4-8075-b83572911c5c,20228,20099,12,0,1301,32926,305,0.005122,8142,none,default,1,1,1
pivot-t20,pivot,20,1,13,13,5b050213-3726-4ca4-8075-b83572911c5c,20217,20099,12,0,1546,32965,298,0.005124,16167,none,default,1,1,1
pivot-t20,pivot,20,1,14,14,5b050213-3726-4ca4-8075-b83572911c5c,20213,20099,12,0,1686,32988,280,0.005116,6854,none,default,1,1,1
pivot-t20,pivot,20,1,15,15,5b050213-3726-4ca4-8075-b83572911c5c,20190,20099,12,0,1905,33005,295,0.005128,13650,none,default,1,1,1
pivot-t20,pivot,20,1,16,16,5b050213-3726-4ca4-8075-b83572911c5c,20205,20099,12,0,2046,33019,284,0.005123,10133,none,default,1,1,1
pivot-t20,pivot,20,1,17,17,5b050213-3726-4ca4-8075-b83572911c5c,20235,20099,12,0,2482,33021,296,0.005131,5044,none,default,1,1,1
pivot-t20,pivot,20,1,18,18,5b050213-3726-4ca4-8075-b83572911c5c,20210,20099,12,0,2814,33109,299,0.005146,6153,none,default,1,1,1
pivot-t20,pivot,20,1,19,19,5b050213-3726-4ca4-8075-b83572911c5c,20248,20099,12,0,2946,33171,293,0.005151,16530,none,default,1,1,1
pivot-t20,pivot,20,1,20,20,5b050213-3726-4ca4-8075-b83572911c5c,20236,20099,12,0,3135,33196,301,0.00516,14373,none,default,1,1,1
pivot-t20,pivot,20,2,1,1,c4128516-4662-4419-adc4-c3aca4fc3315,20314,20099,2,0,0,6217,315,0.001122,8083,none,default,1,1,0
pivot-t20,pivot,20,2,2,2,c4128516-4662-4419-adc4-c3aca4fc3315,20249,20099,4,0,0,10699,293,0.001781,7608,none,default,1,1,1
pivot-t20,pivot,20,2,3,3,c4128516-4662-4419-adc4-c3aca4fc3315,20276,20099,6,0,0,15113,309,0.002452,6124,none,default,1,1,1
pivot-t20,pivot,20,2,4,4,c4128516-4662-4419-adc4-c3aca4fc3315,20242,20099,8,0,0,19540,303,0.003113,11874,none,default,1,1,1
pivot-t20,pivot,20,2,5,5,c4128516-4662-4419-adc4-c3aca4fc3315,20412,20099,10,0,0,23997,331,0.003798,6119,none,default,1,1,1
pivot-t20,pivot,20,2,6,6,c4128516-4662-4419-adc4-c3aca4fc3315,20253,20099,12,0,0,28401,316,0.00445,17093,none,default,1,1,1
pivot-t20,pivot,20,2,7,7,c4128516-4662-4419-adc4-c3aca4fc3315,20276,20099,12,0,753,32841,320,0.005118,12900,none,default,1,1,1
pivot-t20,pivot,20,2,8,8,c4128516-4662-4419-adc4-c3aca4fc3315,20236,20099,12,0,880,33048,308,0.005142,6083,none,default,1,1,1
pivot-t20,pivot,20,2,9,9,c4128516-4662-4419-adc4-c3aca4fc3315,20294,20099,12,0,1000,33122,337,0.00517,9211,none,default,1,1,1
pivot-t20,pivot,20,2,10,10,c4128516-4662-4419-adc4-c3aca4fc3315,20242,20099,12,0,1114,33193,296,0.005157,11528,none,default,1,1,1
pivot-t20,pivot,20,2,11,11,c4128516-4662-4419-adc4-c3aca4fc3315,20237,20099,12,0,1244,33245,303,0.005169,12856,none,default,1,1,1
pivot-t20,pivot,20,2,12,12,c4128516-4662-4419-adc4-c3aca4fc3315,20228,20099,12,0,1348,33220,278,0.00515,14641,none,default,1,1,1
pivot-t20,pivot,20,2,13,13,c4128516-4662-4419-adc4-c3aca4fc3315,20217,20099,12,0,1554,33213,297,0.00516,16315,none,default,1,1,1
pivot-t20,pivot,20,2,14,14,c4128516-4662-4419-adc4-c3aca4fc3315,20213,20099,12,0,1891,33252,290,0.005162,18351,none,default,1,1,1
pivot-t20,pivot,20,2,15,15,c4128516-4662-4419-adc4-c3aca4fc3315,20190,20099,12,0,2152,33338,293,0.005176,15118,none,default,1,1,1
pivot-t20,pivot,20,2,16,16,c4128516-4662-4419-adc4-c3aca4fc3315,20205,20099,12,0,2513,33118,288,0.005141,18684,none,default,1,1,1
pivot-t20,pivot,20,2,17,17,c4128516-4662-4419-adc4-c3aca4fc3315,20235,20099,12,0,3029,33212,294,0.005158,16143,none,default,1,1,1
pivot-t20,pivot,20,2,18,18,c4128516-4662-4419-adc4-c3aca4fc3315,20210,20099,12,0,3356,33337,319,0.005192,22011,none,default,1,1,1
pivot-t20,pivot,20,2,19,19,c4128516-4662-4419-adc4-c3aca4fc3315,20248,20099,12,0,3628,33500,307,0.005209,14960,none,default,1,1,1
pivot-t20,pivot,20,2,20,20,c4128516-4662-4419-adc4-c3aca4fc3315,20236,20099,12,0,3526,33614,290,0.005216,19556,none,default,1,1,1
pivot-t20,pivot,20,3,1,1,4fa4b2d1-6be3-457d-b5a0-1639d7a49c57,20314,20099,2,0,0,6217,120,0.001005,5518,none,default,1,1,0
pivot-t20,pivot,20,3,2,2,4fa4b2d1-6be3-457d-b5a0-1639d7a49c57,20249,20099,4,0,0,10493,103,0.001636,11360,none,default,1,1,1
pivot-t20,pivot,20,3,3,3,4fa4b2d1-6be3-457d-b5a0-1639d7a49c57,20276,20099,6,0,0,14720,114,0.002276,9487,none,default,1,1,1
pivot-t20,pivot,20,3,4,4,4fa4b2d1-6be3-457d-b5a0-1639d7a49c57,20242,20099,8,0,0,18935,107,0.002904,5434,none,default,1,1,1
pivot-t20,pivot,20,3,5,5,4fa4b2d1-6be3-457d-b5a0-1639d7a49c57,20412,20099,10,0,0,23193,305,0.003662,11432,none,default,1,1,1
pivot-t20,pivot,20,3,6,6,4fa4b2d1-6be3-457d-b5a0-1639d7a49c57,20253,20099,12,0,0,27584,286,0.004309,5837,none,default,1,1,1
pivot-t20,pivot,20,3,7,7,4fa4b2d1-6be3-457d-b5a0-1639d7a49c57,20276,20099,12,0,860,31991,297,0.004977,8698,none,default,1,1,1
pivot-t20,pivot,20,3,8,8,4fa4b2d1-6be3-457d-b5a0-1639d7a49c57,20236,20099,12,0,980,32323,309,0.005034,8523,none,default,1,1,1
pivot-t20,pivot,20,3,9,9,4fa4b2d1-6be3-457d-b5a0-1639d7a49c57,20294,20099,12,0,1020,32575,322,0.005079,5936,none,default,1,1,1
pivot-t20,pivot,20,3,10,10,4fa4b2d1-6be3-457d-b5a0-1639d7a49c57,20242,20099,12,0,1143,32784,285,0.005089,4939,none,default,1,1,1
pivot-t20,pivot,20,3,11,11,4fa4b2d1-6be3-457d-b5a0-1639d7a49c57,20237,20099,12,0,1143,32982,281,0.005116,7369,none,default,1,1,1
pivot-t20,pivot,20,3,12,12,4fa4b2d1-6be3-457d-b5a0-1639d7a49c57,20228,20099,12,0,1235,32915,287,0.005109,8493,none,default,1,1,1
pivot-t20,pivot,20,3,13,13,4fa4b2d1-6be3-457d-b5a0-1639d7a49c57,20217,20099,12,0,1479,32936,283,0.00511,12393,none,default,1,1,1
pivot-t20,pivot,20,3,14,14,4fa4b2d1-6be3-457d-b5a0-1639d7a49c57,20213,20099,12,0,1556,32957,282,0.005113,13773,none,default,1,1,1
pivot-t20,pivot,20,3,15,15,4fa4b2d1-6be3-457d-b5a0-1639d7a49c57,20190,20099,12,0,1781,32941,295,0.005118,6522,none,default,1,1,1
pivot-t20,pivot,20,3,16,16,4fa4b2d1-6be3-457d-b5a0-1639d7a49c57,20205,20099,12,0,1856,32932,285,0.005111,15663,none,default,1,1,1
pivot-t20,pivot,20,3,17,17,4fa4b2d1-6be3-457d-b5a0-1639d7a49c57,20235,20099,12,0,1977,32946,288,0.005115,12688,none,default,1,1,1
pivot-t20,pivot,20,3,18,18,4fa4b2d1-6be3-457d-b5a0-1639d7a49c57,20210,20099,12,0,2077,32976,301,0.005127,6492,none,default,1,1,1
pivot-t20,pivot,20,3,19,19,4fa4b2d1-6be3-457d-b5a0-1639d7a49c57,20248,20099,12,0,2201,33016,278,0.005119,9800,none,default,1,1,1
pivot-t20,pivot,20,3,20,20,4fa4b2d1-6be3-457d-b5a0-1639d7a49c57,20236,20099,12,0,2353,33014,307,0.005136,5651,none,default,1,1,1
pivot-t20,pivot,50,1,1,1,804a39dc-c140-4570-977e-97da952f0c29,50060,49845,2,0,0,12169,312,0.002013,4467,none,default,1,1,0
pivot-t20,pivot,50,1,2,2,804a39dc-c140-4570-977e-97da952f0c29,49995,49845,4,0,0,22597,304,0.003572,5115,none,default,1,1,1
pivot-t20,pivot,50,1,3,3,804a39dc-c140-4570-977e-97da952f0c29,50022,49845,6,0,0,32974,314,0.005134,8689,none,default,1,1,1
pivot-t20,pivot,50,1,4,4,804a39dc-c140-4570-977e-97da952f0c29,49988,49845,8,0,0,43365,307,0.006689,7000,none,default,1,1,1
pivot-t20,pivot,50,1,5,5,804a39dc-c140-4570-977e-97da952f0c29,50158,49845,10,0,0,53751,335,0.008264,9867,none,default,1,1,1
pivot-t20,pivot,50,1,6,6,804a39dc-c140-4570-977e-97da952f0c29,49999,49845,12,0,0,64111,320,0.009809,12800,none,default,1,1,1
pivot-t20,pivot,50,1,7,7,804a39dc-c140-4570-977e-97da952f0c29,50022,49845,12,0,839,74505,321,0.011368,8738,none,default,1,1,1
pivot-t20,pivot,50,1,8,8,804a39dc-c140-4570-977e-97da952f0c29,49982,49845,12,0,950,74704,304,0.011388,16899,none,default,1,1,1
pivot-t20,pivot,50,1,9,9,804a39dc-c140-4570-977e-97da952f0c29,50040,49845,12,0,1142,74769,332,0.011415,7656,none,default,1,1,1
pivot-t20,pivot,50,1,10,10,804a39dc-c140-4570-977e-97da952f0c29,49988,49845,12,0,1099,74834,305,0.011408,15471,none,default,1,1,1
pivot-t20,pivot,50,1,11,11,804a39dc-c140-4570-977e-97da952f0c29,49983,49845,12,0,957,74851,304,0.01141,9799,none,default,1,1,1
pivot-t20,pivot,50,1,12,12,804a39dc-c140-4570-977e-97da952f0c29,49974,49845,12,0,901,74778,291,0.011391,16445,none,default,1,1,1
pivot-t20,pivot,50,1,13,13,804a39dc-c140-4570-977e-97da952f0c29,49963,49845,12,0,1082,74757,295,0.011391,20592,none,default,1,1,1
pivot-t20,pivot,50,1,14,14,804a39dc-c140-4570-977e-97da952f0c29,49959,49845,12,0,1218,74773,282,0.011385,21939,none,default,1,1,1
pivot-t20,pivot,50,1,15,15,804a39dc-c140-4570-977e-97da952f0c29,49936,49845,12,0,1384,74788,299,0.011398,16097,none,default,1,1,1
pivot-t20,pivot,50,1,16,16,804a39dc-c140-4570-977e-97da952f0c29,49951,49845,12,0,1461,74781,288,0.01139,14540,none,default,1,1,1
pivot-t20,pivot,50,1,17,17,804a39dc-c140-4570-977e-97da952f0c29,49981,49845,12,0,1539,74789,326,0.011414,11136,none,default,1,1,1
pivot-t20,pivot,50,1,18,18,804a39dc-c140-4570-977e-97da952f0c29,49956,49845,12,0,1610,74822,304,0.011406,23955,none,default,1,1,1
pivot-t20,pivot,50,1,19,19,804a39dc-c140-4570-977e-97da952f0c29,49994,49845,12,0,1672,74852,299,0.011407,16744,none,default,1,1,1
pivot-t20,pivot,50,1,20,20,804a39dc-c140-4570-977e-97da952f0c29,49982,49845,12,0,1716,74893,279,0.011401,12993,none,default,1,1,1
pivot-t20,pivot,50,2,1,1,7123fe62-eaba-4fc9-ba84-789cc5983f4e,50060,49845,2,0,0,12169,122,0.001899,2361,none,default,1,1,0
pivot-t20,pivot,50,2,2,2,7123fe62-eaba-4fc9-ba84-789cc5983f4e,49995,49845,4,0,0,22386,122,0.003431,2327,none,default,1,1,1
pivot-t20,pivot,50,2,3,3,7123fe62-eaba-4fc9-ba84-789cc5983f4e,50022,49845,6,0,0,32584,122,0.004961,9969,none,default,1,1,1
pivot-t20,pivot,50,2,4,4,7123fe62-eaba-4fc9-ba84-789cc5983f4e,49988,49845,8,0,0,42759,130,0.006492,5212,none,default,1,1,1
pivot-t20,pivot,50,2,5,5,7123fe62-eaba-4fc9-ba84-789cc5983f4e,50158,49845,10,0,0,52993,325,0.008144,19980,none,default,1,1,1
pivot-t20,pivot,50,2,6,6,7123fe62-eaba-4fc9-ba84-789cc5983f4e,49999,49845,12,0,0,63365,312,0.009692,31529,none,default,1,1,1
pivot-t20,pivot,50,2,7,7,7123fe62-eaba-4fc9-ba84-789cc5983f4e,50022,49845,12,0,770,73772,308,0.011251,18143,none,default,1,1,1
pivot-t20,pivot,50,2,8,8,7123fe62-eaba-4fc9-ba84-789cc5983f4e,49982,49845,12,0,880,74083,334,0.011313,21356,none,default,1,1,1
pivot-t20,pivot,50,2,9,9,7123fe62-eaba-4fc9-ba84-789cc5983f4e,50040,49845,12,0,1103,74355,320,0.011345,20655,none,default,1,1,1
pivot-t20,pivot,50,2,10,10,7123fe62-eaba-4fc9-ba84-789cc5983f4e,49988,49845,12,0,1201,74581,293,0.011363,16657,none,default,1,1,1
pivot-t20,pivot,50,2,11,11,7123fe62-eaba-4fc9-ba84-789cc5983f4e,49983,49845,12,0,1207,74753,314,0.011401,13506,none,default,1,1,1
pivot-t20,pivot,50,2,12,12,7123fe62-eaba-4fc9-ba84-789cc5983f4e,49974,49845,12,0,1443,74707,320,0.011398,17280,none,default,1,1,1
pivot-t20,pivot,50,2,13,13,7123fe62-eaba-4fc9-ba84-789cc5983f4e,49963,49845,12,0,1446,74762,295,0.011391,8368,none,default,1,1,1
pivot-t20,pivot,50,2,14,14,7123fe62-eaba-4fc9-ba84-789cc5983f4e,49959,49845,12,0,1511,74725,311,0.011395,16545,none,default,1,1,1
pivot-t20,pivot,50,2,15,15,7123fe62-eaba-4fc9-ba84-789cc5983f4e,49936,49845,12,0,1639,74715,293,0.011383,18840,none,default,1,1,1
pivot-t20,pivot,50,2,16,16,7123fe62-eaba-4fc9-ba84-789cc5983f4e,49951,49845,12,0,1754,74696,301,0.011385,17167,none,default,1,1,1
pivot-t20,pivot,50,2,17,17,7123fe62-eaba-4fc9-ba84-789cc5983f4e,49981,49845,12,0,1854,74714,323,0.011401,14835,none,default,1,1,1
pivot-t20,pivot,50,2,18,18,7123fe62-eaba-4fc9-ba84-789cc5983f4e,49956,49845,12,0,1978,74757,317,0.011404,11660,none,default,1,1,1
