scenario_id,profile_id,attachment_size_kb,repeat,turn,turn_index,session_id,enriched_transcript_chars,attachments_total_chars,messages_in_window,anchors_count,summary_chars,tokens_in,tokens_out,cost_usd,latency_ms,cache_hit_kind,last_resolved_tier,latency_budget_passed,cost_budget_passed,memory_drift_passed
contradict-t20,contradict,5,2,10,10,4fff2665-5a9b-4ea6-9415-95803e439c17,5212,5096,12,0,1016,11988,305,0.001981,15930,none,pm,1,1,1
contradict-t20,contradict,5,2,11,11,4fff2665-5a9b-4ea6-9415-95803e439c17,5223,5096,12,0,1107,12086,301,0.001993,15565,none,pm,1,1,1
contradict-t20,contradict,5,2,12,12,4fff2665-5a9b-4ea6-9415-95803e439c17,5210,5096,12,0,1228,12114,277,0.001983,14521,none,pm,1,1,1
contradict-t20,contradict,5,2,13,13,4fff2665-5a9b-4ea6-9415-95803e439c17,5219,5096,12,0,1311,12160,289,0.001997,15448,none,pm,1,1,1
contradict-t20,contradict,5,2,14,14,4fff2665-5a9b-4ea6-9415-95803e439c17,5216,5096,12,2,1311,12152,296,0.002,21402,none,pm,1,1,1
contradict-t20,contradict,5,2,15,15,4fff2665-5a9b-4ea6-9415-95803e439c17,5225,5096,12,2,1401,13567,284,0.002205,15775,none,pm,1,1,1
contradict-t20,contradict,5,2,16,16,4fff2665-5a9b-4ea6-9415-95803e439c17,5223,5096,12,2,1460,13616,287,0.002215,17478,none,pm,1,1,1
contradict-t20,contradict,5,2,17,17,4fff2665-5a9b-4ea6-9415-95803e439c17,5212,5096,12,2,1566,13467,303,0.002202,8879,none,pm,1,1,1
contradict-t20,contradict,5,2,18,18,4fff2665-5a9b-4ea6-9415-95803e439c17,5221,5096,12,2,1548,13510,293,0.002202,10430,none,pm,1,1,1
contradict-t20,contradict,5,2,19,19,4fff2665-5a9b-4ea6-9415-95803e439c17,5227,5096,12,2,1645,13570,285,0.002207,17105,none,pm,1,1,1
contradict-t20,contradict,5,2,20,20,4fff2665-5a9b-4ea6-9415-95803e439c17,5213,5096,12,2,1764,13623,294,0.00222,17817,none,pm,1,1,1
contradict-t20,contradict,5,3,1,1,c5fc0295-e5c5-4144-bfb8-da882974a328,5275,5096,2,0,0,3204,291,0.000655,8558,none,default,1,1,0
contradict-t20,contradict,5,3,2,2,c5fc0295-e5c5-4144-bfb8-da882974a328,5227,5096,4,0,0,4713,328,0.000904,7681,none,pm,1,1,1
contradict-t20,contradict,5,3,3,3,c5fc0295-e5c5-4144-bfb8-da882974a328,5280,5096,6,0,0,6168,274,0.00109,17406,none,pm,1,1,1
contradict-t20,contradict,5,3,4,4,c5fc0295-e5c5-4144-bfb8-da882974a328,5223,5096,8,0,0,7559,273,0.001298,17409,none,pm,1,1,1
contradict-t20,contradict,5,3,5,5,c5fc0295-e5c5-4144-bfb8-da882974a328,5222,5096,10,0,0,8936,271,0.001503,12487,none,pm,1,1,1
contradict-t20,contradict,5,3,6,6,c5fc0295-e5c5-4144-bfb8-da882974a328,5253,5096,12,0,0,10319,297,0.001726,18486,none,pm,1,1,1
contradict-t20,contradict,5,3,7,7,c5fc0295-e5c5-4144-bfb8-da882974a328,5213,5096,12,0,745,11730,290,0.001934,18700,none,pm,1,1,1
contradict-t20,contradict,5,3,8,8,c5fc0295-e5c5-4144-bfb8-da882974a328,5292,5096,12,0,1070,11935,341,0.001995,16078,none,pm,1,1,1
contradict-t20,contradict,5,3,9,9,c5fc0295-e5c5-4144-bfb8-da882974a328,5208,5096,12,0,1033,12004,334,0.002001,16713,none,pm,1,1,1
contradict-t20,contradict,5,3,10,10,c5fc0295-e5c5-4144-bfb8-da882974a328,5212,5096,12,0,1189,12061,255,0.001962,15414,none,pm,1,1,1
contradict-t20,contradict,5,3,11,11,c5fc0295-e5c5-4144-bfb8-da882974a328,5223,5096,12,0,1344,12110,285,0.001988,17973,none,pm,1,1,1
contradict-t20,contradict,5,3,12,12,c5fc0295-e5c5-4144-bfb8-da882974a328,5210,5096,12,0,1425,12199,286,0.002001,15742,none,pm,1,1,1
contradict-t20,contradict,5,3,13,13,c5fc0295-e5c5-4144-bfb8-da882974a328,5219,5096,12,0,1580,12052,261,0.001964,12886,none,pm,1,1,1
contradict-t20,contradict,5,3,14,14,c5fc0295-e5c5-4144-bfb8-da882974a328,5216,5096,12,2,1580,12050,259,0.001963,17407,none,pm,1,1,1
contradict-t20,contradict,5,3,15,15,c5fc0295-e5c5-4144-bfb8-da882974a328,5225,5096,12,2,1732,13397,262,0.002167,10597,none,pm,1,1,1
contradict-t20,contradict,5,3,16,16,c5fc0295-e5c5-4144-bfb8-da882974a328,5223,5096,12,2,1868,13397,265,0.002169,22937,none,pm,1,1,1
contradict-t20,contradict,5,3,17,17,c5fc0295-e5c5-4144-bfb8-da882974a328,5212,5096,12,2,2309,13476,270,0.002183,19301,none,pm,1,1,1
contradict-t20,contradict,5,3,18,18,c5fc0295-e5c5-4144-bfb8-da882974a328,5221,5096,12,2,2302,13551,258,0.002187,13725,none,pm,1,1,1
contradict-t20,contradict,5,3,19,19,c5fc0295-e5c5-4144-bfb8-da882974a328,5227,5096,12,2,2486,13561,252,0.002185,18105,none,pm,1,1,1
contradict-t20,contradict,5,3,20,20,c5fc0295-e5c5-4144-bfb8-da882974a328,5213,5096,12,2,2958,13615,264,0.002201,16294,none,pm,1,1,1
contradict-t20,contradict,20,1,1,1,7fd17000-d222-4388-8697-edc44dd5b5e7,20279,20099,2,0,0,6212,263,0.00109,4860,none,default,1,1,0
contradict-t20,contradict,20,1,2,2,7fd17000-d222-4388-8697-edc44dd5b5e7,20231,20099,4,0,0,10674,280,0.001769,18933,none,pm,1,1,1
contradict-t20,contradict,20,1,3,3,7fd17000-d222-4388-8697-edc44dd5b5e7,20284,20099,6,0,0,15089,237,0.002406,15245,none,pm,1,1,1
contradict-t20,contradict,20,1,4,4,7fd17000-d222-4388-8697-edc44dd5b5e7,20227,20099,8,0,0,19425,249,0.003063,12586,none,pm,1,1,1
contradict-t20,contradict,20,1,5,5,7fd17000-d222-4388-8697-edc44dd5b5e7,20226,20099,10,0,0,23779,234,0.003707,13560,none,pm,1,1,1
contradict-t20,contradict,20,1,6,6,7fd17000-d222-4388-8697-edc44dd5b5e7,20257,20099,12,0,0,28128,242,0.004364,7238,none,pm,1,1,1
contradict-t20,contradict,20,1,7,7,7fd17000-d222-4388-8697-edc44dd5b5e7,20217,20099,12,0,822,32486,246,0.00502,15448,none,pm,1,1,1
contradict-t20,contradict,20,1,8,8,7fd17000-d222-4388-8697-edc44dd5b5e7,20296,20099,12,0,900,32655,338,0.005101,24440,none,pm,1,1,1
contradict-t20,contradict,20,1,9,9,7fd17000-d222-4388-8697-edc44dd5b5e7,20212,20099,12,0,1018,32725,344,0.005115,21268,none,pm,1,1,1
contradict-t20,contradict,20,1,10,10,7fd17000-d222-4388-8697-edc44dd5b5e7,20216,20099,12,0,1122,32855,306,0.005112,13192,none,pm,1,1,1
contradict-t20,contradict,20,1,11,11,7fd17000-d222-4388-8697-edc44dd5b5e7,20227,20099,12,0,1200,32942,325,0.005136,21193,none,pm,1,1,1
contradict-t20,contradict,20,1,12,12,7fd17000-d222-4388-8697-edc44dd5b5e7,20214,20099,12,0,1339,33072,324,0.005155,16996,none,pm,1,1,1
contradict-t20,contradict,20,1,13,13,7fd17000-d222-4388-8697-edc44dd5b5e7,20223,20099,12,0,1289,33192,302,0.00516,17607,none,pm,1,1,1
contradict-t20,contradict,20,1,14,14,7fd17000-d222-4388-8697-edc44dd5b5e7,20220,20099,12,2,1289,33275,318,0.005182,20475,none,pm,1,1,1
contradict-t20,contradict,20,1,15,15,7fd17000-d222-4388-8697-edc44dd5b5e7,20229,20099,12,2,1264,37723,303,0.00584,20795,none,pm,1,1,1
contradict-t20,contradict,20,1,16,16,7fd17000-d222-4388-8697-edc44dd5b5e7,20227,20099,12,2,1331,37705,300,0.005836,19767,none,pm,1,1,1
contradict-t20,contradict,20,1,17,17,7fd17000-d222-4388-8697-edc44dd5b5e7,20216,20099,12,2,1471,37731,318,0.00585,17631,none,pm,1,1,1
contradict-t20,contradict,20,1,18,18,7fd17000-d222-4388-8697-edc44dd5b5e7,20225,20099,12,2,1553,37771,317,0.005856,17727,none,pm,1,1,1
contradict-t20,contradict,20,1,19,19,7fd17000-d222-4388-8697-edc44dd5b5e7,20231,20099,12,2,1692,37800,298,0.005849,18128,none,pm,1,1,1
contradict-t20,contradict,20,1,20,20,7fd17000-d222-4388-8697-edc44dd5b5e7,20217,20099,12,2,1862,37646,298,0.005826,18424,none,pm,1,1,1
contradict-t20,contradict,20,2,1,1,a166bf62-5629-4a04-acb6-dac486a9e91b,20279,20099,2,0,0,6212,317,0.001122,4899,none,default,1,1,0
contradict-t20,contradict,20,2,2,2,a166bf62-5629-4a04-acb6-dac486a9e91b,20231,20099,4,0,0,10734,296,0.001788,5034,none,pm,1,1,1
contradict-t20,contradict,20,2,3,3,a166bf62-5629-4a04-acb6-dac486a9e91b,20284,20099,6,0,0,15164,281,0.002443,5478,none,pm,1,1,1
contradict-t20,contradict,20,2,4,4,a166bf62-5629-4a04-acb6-dac486a9e91b,20227,20099,8,0,0,19541,304,0.003114,6004,none,pm,1,1,1
contradict-t20,contradict,20,2,5,5,a166bf62-5629-4a04-acb6-dac486a9e91b,20226,20099,10,0,0,23955,293,0.003769,17709,none,pm,1,1,1
contradict-t20,contradict,20,2,6,6,a166bf62-5629-4a04-acb6-dac486a9e91b,20257,20099,12,0,0,28365,296,0.004432,16997,none,pm,1,1,1
contradict-t20,contradict,20,2,7,7,a166bf62-5629-4a04-acb6-dac486a9e91b,20217,20099,12,0,759,32777,309,0.005102,19851,none,pm,1,1,1
contradict-t20,contradict,20,2,8,8,a166bf62-5629-4a04-acb6-dac486a9e91b,20296,20099,12,0,823,32973,341,0.005151,17664,none,pm,1,1,1
contradict-t20,contradict,20,2,9,9,a166bf62-5629-4a04-acb6-dac486a9e91b,20212,20099,12,0,847,33027,329,0.005151,20241,none,pm,1,1,1
contradict-t20,contradict,20,2,10,10,a166bf62-5629-4a04-acb6-dac486a9e91b,20216,20099,12,0,916,33068,323,0.005154,18970,none,pm,1,1,1
contradict-t20,contradict,20,2,11,11,a166bf62-5629-4a04-acb6-dac486a9e91b,20227,20099,12,0,1005,33130,320,0.005162,16140,none,pm,1,1,1
contradict-t20,contradict,20,2,12,12,a166bf62-5629-4a04-acb6-dac486a9e91b,20214,20099,12,0,1126,33206,330,0.005179,15339,none,pm,1,1,1
contradict-t20,contradict,20,2,13,13,a166bf62-5629-4a04-acb6-dac486a9e91b,20223,20099,12,0,1186,33293,345,0.005201,21397,none,pm,1,1,1
contradict-t20,contradict,20,2,14,14,a166bf62-5629-4a04-acb6-dac486a9e91b,20220,20099,12,2,1186,33157,331,0.005172,21639,none,pm,1,1,1
contradict-t20,contradict,20,2,15,15,a166bf62-5629-4a04-acb6-dac486a9e91b,20229,20099,12,2,1285,37585,324,0.005832,20436,none,pm,1,1,1
contradict-t20,contradict,20,2,16,16,a166bf62-5629-4a04-acb6-dac486a9e91b,20227,20099,12,2,1405,37601,319,0.005832,19763,none,pm,1,1,1
contradict-t20,contradict,20,2,17,17,a166bf62-5629-4a04-acb6-dac486a9e91b,20216,20099,12,2,1724,37656,322,0.005842,16756,none,pm,1,1,1
contradict-t20,contradict,20,2,18,18,a166bf62-5629-4a04-acb6-dac486a9e91b,20225,20099,12,2,1883,37672,330,0.005849,19647,none,pm,1,1,1
contradict-t20,contradict,20,2,19,19,a166bf62-5629-4a04-acb6-dac486a9e91b,20231,20099,12,2,1834,37702,308,0.00584,18530,none,pm,1,1,1
contradict-t20,contradict,20,2,20,20,a166bf62-5629-4a04-acb6-dac486a9e91b,20217,20099,12,2,2013,37647,352,0.005858,18728,none,pm,1,1,1
contradict-t20,contradict,20,3,1,1,6ffde9bf-86d1-4f78-8917-79e727c0822d,20279,20099,2,0,0,6212,321,0.001124,4807,none,default,1,1,0
contradict-t20,contradict,20,3,2,2,6ffde9bf-86d1-4f78-8917-79e727c0822d,20231,20099,4,0,0,10725,341,0.001813,7397,none,pm,1,1,1
contradict-t20,contradict,20,3,3,3,6ffde9bf-86d1-4f78-8917-79e727c0822d,20284,20099,6,0,0,15152,321,0.002465,17189,none,default,1,1,1
contradict-t20,contradict,20,3,4,4,6ffde9bf-86d1-4f78-8917-79e727c0822d,20227,20099,8,0,0,19569,301,0.003116,17085,none,default,1,1,1
contradict-t20,contradict,20,3,5,5,6ffde9bf-86d1-4f78-8917-79e727c0822d,20226,20099,10,0,0,23978,291,0.003771,5224,none,default,1,1,1
contradict-t20,contradict,20,3,6,6,6ffde9bf-86d1-4f78-8917-79e727c0822d,20257,20099,12,0,0,28383,292,0.004433,19021,none,default,1,1,1
contradict-t20,contradict,20,3,7,7,6ffde9bf-86d1-4f78-8917-79e727c0822d,20217,20099,12,0,723,32789,290,0.005092,47595,none,default,1,1,1
contradict-t20,contradict,20,3,8,8,6ffde9bf-86d1-4f78-8917-79e727c0822d,20296,20099,12,0,784,32936,321,0.005133,13362,none,default,1,1,1
contradict-t20,contradict,20,3,9,9,6ffde9bf-86d1-4f78-8917-79e727c0822d,20212,20099,12,0,871,32928,305,0.005122,18215,none,default,1,1,1
contradict-t20,contradict,20,3,10,10,6ffde9bf-86d1-4f78-8917-79e727c0822d,20216,20099,12,0,992,32931,296,0.005117,17202,none,default,1,1,1
contradict-t20,contradict,20,3,11,11,6ffde9bf-86d1-4f78-8917-79e727c0822d,20227,20099,12,0,1135,32962,320,0.005136,18968,none,default,1,1,1
contradict-t20,contradict,20,3,12,12,6ffde9bf-86d1-4f78-8917-79e727c0822d,20214,20099,12,0,1231,33044,304,0.005139,17833,none,default,1,1,1
contradict-t20,contradict,20,3,13,13,6ffde9bf-86d1-4f78-8917-79e727c0822d,20223,20099,12,0,1305,33087,289,0.005136,18140,none,default,1,1,1
contradict-t20,contradict,20,3,14,14,6ffde9bf-86d1-4f78-8917-79e727c0822d,20220,20099,12,2,1305,33139,293,0.005147,23547,none,default,1,1,1
contradict-t20,contradict,20,3,15,15,6ffde9bf-86d1-4f78-8917-79e727c0822d,20229,20099,12,2,1375,37561,289,0.005808,14316,none,default,1,1,1
contradict-t20,contradict,20,3,16,16,6ffde9bf-86d1-4f78-8917-79e727c0822d,20227,20099,12,2,1484,37570,293,0.005811,6243,none,default,1,1,1
contradict-t20,contradict,20,3,17,17,6ffde9bf-86d1-4f78-8917-79e727c0822d,20216,20099,12,2,1672,37616,294,0.005819,18161,none,default,1,1,1
contradict-t20,contradict,20,3,18,18,6ffde9bf-86d1-4f78-8917-79e727c0822d,20225,20099,12,2,1734,37659,289,0.005822,17325,none,default,1,1,1
contradict-t20,contradict,20,3,19,19,6ffde9bf-86d1-4f78-8917-79e727c0822d,20231,20099,12,2,1849,37366,280,0.005773,16683,none,default,1,1,1
contradict-t20,contradict,20,3,20,20,6ffde9bf-86d1-4f78-8917-79e727c0822d,20217,20099,12,2,1877,37388,298,0.005787,16728,none,default,1,1,1
contradict-t20,contradict,50,1,1,1,a717483f-334f-47a3-aa91-7e1a399f1400,50025,49845,2,0,0,12164,292,0.002,15028,none,default,1,1,0
contradict-t20,contradict,50,1,2,2,a717483f-334f-47a3-aa91-7e1a399f1400,49977,49845,4,0,0,22599,315,0.003579,12624,none,pm,1,1,1
contradict-t20,contradict,50,1,3,3,a717483f-334f-47a3-aa91-7e1a399f1400,50030,49845,6,0,0,33009,304,0.005134,9598,none,pm,1,1,1
contradict-t20,contradict,50,1,4,4,a717483f-334f-47a3-aa91-7e1a399f1400,49973,49845,8,0,0,43385,302,0.006689,16985,none,pm,1,1,1
contradict-t20,contradict,50,1,5,5,a717483f-334f-47a3-aa91-7e1a399f1400,49972,49845,10,0,0,53767,295,0.008242,22016,none,pm,1,1,1
contradict-t20,contradict,50,1,6,6,a717483f-334f-47a3-aa91-7e1a399f1400,50003,49845,12,0,0,64103,304,0.009798,26746,none,pm,1,1,1
contradict-t20,contradict,50,1,7,7,a717483f-334f-47a3-aa91-7e1a399f1400,49963,49845,12,0,909,74464,296,0.011347,15449,none,pm,1,1,1
contradict-t20,contradict,50,1,8,8,a717483f-334f-47a3-aa91-7e1a399f1400,50042,49845,12,0,986,74645,315,0.011386,21034,none,pm,1,1,1
contradict-t20,contradict,50,1,9,9,a717483f-334f-47a3-aa91-7e1a399f1400,49958,49845,12,0,1128,74680,321,0.011395,18932,none,pm,1,1,1
contradict-t20,contradict,50,1,10,10,a717483f-334f-47a3-aa91-7e1a399f1400,49962,49845,12,0,1197,74732,303,0.011392,18995,none,pm,1,1,1
contradict-t20,contradict,50,1,11,11,a717483f-334f-47a3-aa91-7e1a399f1400,49973,49845,12,0,1324,74737,318,0.011401,21570,none,pm,1,1,1
contradict-t20,contradict,50,1,12,12,a717483f-334f-47a3-aa91-7e1a399f1400,49960,49845,12,0,1506,74773,290,0.01139,20436,none,pm,1,1,1
contradict-t20,contradict,50,1,13,13,a717483f-334f-47a3-aa91-7e1a399f1400,49969,49845,12,0,1595,74782,306,0.011401,20364,none,pm,1,1,1
contradict-t20,contradict,50,1,14,14,a717483f-334f-47a3-aa91-7e1a399f1400,49966,49845,12,2,1595,74802,314,0.011409,21745,none,pm,1,1,1
contradict-t20,contradict,50,1,15,15,a717483f-334f-47a3-aa91-7e1a399f1400,49975,49845,12,2,1690,85173,321,0.012969,15143,none,pm,1,1,1
contradict-t20,contradict,50,1,16,16,a717483f-334f-47a3-aa91-7e1a399f1400,49973,49845,12,2,1755,85198,305,0.012963,22422,none,pm,1,1,1
contradict-t20,contradict,50,1,17,17,a717483f-334f-47a3-aa91-7e1a399f1400,49962,49845,12,2,1964,85203,338,0.012983,21577,none,pm,1,1,1
contradict-t20,contradict,50,1,18,18,a717483f-334f-47a3-aa91-7e1a399f1400,49971,49845,12,2,2108,85285,305,0.012976,15248,none,pm,1,1,1
contradict-t20,contradict,50,1,19,19,a717483f-334f-47a3-aa91-7e1a399f1400,49977,49845,12,2,2246,85290,303,0.012975,18604,none,pm,1,1,1
contradict-t20,contradict,50,1,20,20,a717483f-334f-47a3-aa91-7e1a399f1400,49963,49845,12,2,2268,85305,318,0.012987,18161,none,pm,1,1,1
contradict-t20,contradict,50,2,1,1,789c0435-db84-4cd1-bacc-78dc01e4d9b4,50025,49845,2,0,0,12164,313,0.002012,6343,none,default,1,1,0
contradict-t20,contradict,50,2,2,2,789c0435-db84-4cd1-bacc-78dc01e4d9b4,49977,49845,4,0,0,22642,319,0.003588,15830,none,pm,1,1,1
contradict-t20,contradict,50,2,3,3,789c0435-db84-4cd1-bacc-78dc01e4d9b4,50030,49845,6,0,0,33048,312,0.005144,17768,none,pm,1,1,1
contradict-t20,contradict,50,2,4,4,789c0435-db84-4cd1-bacc-78dc01e4d9b4,49973,49845,8,0,0,43394,290,0.006683,22128,none,pm,1,1,1
contradict-t20,contradict,50,2,5,5,789c0435-db84-4cd1-bacc-78dc01e4d9b4,49972,49845,10,0,0,53734,263,0.008218,15992,none,pm,1,1,1
contradict-t20,contradict,50,2,6,6,789c0435-db84-4cd1-bacc-78dc01e4d9b4,50003,49845,12,0,0,64067,285,0.009781,18420,none,pm,1,1,1
contradict-t20,contradict,50,2,7,7,789c0435-db84-4cd1-bacc-78dc01e4d9b4,49963,49845,12,0,600,74414,259,0.011317,25931,none,pm,1,1,1
contradict-t20,contradict,50,2,8,8,789c0435-db84-4cd1-bacc-78dc01e4d9b4,50042,49845,12,0,673,74477,303,0.011353,21692,none,pm,1,1,1
contradict-t20,contradict,50,2,9,9,789c0435-db84-4cd1-bacc-78dc01e4d9b4,49958,49845,12,0,745,74486,318,0.011364,21168,none,pm,1,1,1
contradict-t20,contradict,50,2,10,10,789c0435-db84-4cd1-bacc-78dc01e4d9b4,49962,49845,12,0,935,74487,308,0.011358,21948,none,pm,1,1,1
contradict-t20,contradict,50,2,11,11,789c0435-db84-4cd1-bacc-78dc01e4d9b4,49973,49845,12,0,1067,74535,324,0.011375,20472,none,pm,1,1,1
contradict-t20,contradict,50,2,12,12,789c0435-db84-4cd1-bacc-78dc01e4d9b4,49960,49845,12,0,1234,74641,345,0.011403,21904,none,pm,1,1,1
contradict-t20,contradict,50,2,13,13,789c0435-db84-4cd1-bacc-78dc01e4d9b4,49969,49845,12,0,1361,74722,318,0.011399,17239,none,pm,1,1,1
contradict-t20,contradict,50,2,14,14,789c0435-db84-4cd1-bacc-78dc01e4d9b4,49966,49845,12,2,1361,74809,321,0.011414,18975,none,pm,1,1,1
contradict-t20,contradict,50,2,15,15,789c0435-db84-4cd1-bacc-78dc01e4d9b4,49975,49845,12,2,1442,85178,332,0.012976,20786,none,pm,1,1,1
contradict-t20,contradict,50,2,16,16,789c0435-db84-4cd1-bacc-78dc01e4d9b4,49973,49845,12,2,1423,85219,336,0.012984,12000,none,pm,1,1,1
contradict-t20,contradict,50,2,17,17,789c0435-db84-4cd1-bacc-78dc01e4d9b4,49962,49845,12,2,1532,85247,342,0.012992,24862,none,pm,1,1,1
contradict-t20,contradict,50,2,18,18,789c0435-db84-4cd1-bacc-78dc01e4d9b4,49971,49845,12,2,1577,85294,306,0.012978,22048,none,pm,1,1,1
contradict-t20,contradict,50,2,19,19,789c0435-db84-4cd1-bacc-78dc01e4d9b4,49977,49845,12,2,1690,85238,305,0.012969,21610,none,pm,1,1,1
contradict-t20,contradict,50,2,20,20,789c0435-db84-4cd1-bacc-78dc01e4d9b4,49963,49845,12,2,1869,85212,306,0.012965,21810,none,pm,1,1,1
contradict-t20,contradict,50,3,1,1,d9787df7-8822-48f9-a4a0-6afe85a0ff2e,50025,49845,2,0,0,12164,296,0.002002,4592,none,default,1,1,0
contradict-t20,contradict,50,3,2,2,d9787df7-8822-48f9-a4a0-6afe85a0ff2e,49977,49845,4,0,0,22607,280,0.003559,17906,none,pm,1,1,1
contradict-t20,contradict,50,3,3,3,d9787df7-8822-48f9-a4a0-6afe85a0ff2e,50030,49845,6,0,0,32973,321,0.005139,20107,none,pm,1,1,1
contradict-t20,contradict,50,3,4,4,d9787df7-8822-48f9-a4a0-6afe85a0ff2e,49973,49845,8,0,0,43349,310,0.006688,20190,none,pm,1,1,1
contradict-t20,contradict,50,3,5,5,d9787df7-8822-48f9-a4a0-6afe85a0ff2e,49972,49845,10,0,0,53718,332,0.008257,23907,none,pm,1,1,1
contradict-t20,contradict,50,3,6,6,d9787df7-8822-48f9-a4a0-6afe85a0ff2e,50003,49845,12,0,0,64124,323,0.009812,12299,none,pm,1,1,1
contradict-t20,contradict,50,3,7,7,d9787df7-8822-48f9-a4a0-6afe85a0ff2e,49963,49845,12,0,804,74511,301,0.011357,19172,none,pm,1,1,1
contradict-t20,contradict,50,3,8,8,d9787df7-8822-48f9-a4a0-6afe85a0ff2e,50042,49845,12,0,885,74722,329,0.011406,21155,none,pm,1,1,1
contradict-t20,contradict,50,3,9,9,d9787df7-8822-48f9-a4a0-6afe85a0ff2e,49958,49845,12,0,1034,74784,318,0.011408,22265,none,pm,1,1,1
contradict-t20,contradict,50,3,10,10,d9787df7-8822-48f9-a4a0-6afe85a0ff2e,49962,49845,12,0,1277,74809,313,0.011409,17867,none,pm,1,1,1
contradict-t20,contradict,50,3,11,11,d9787df7-8822-48f9-a4a0-6afe85a0ff2e,49973,49845,12,0,1507,74870,328,0.011427,45318,none,pm,1,1,1
contradict-t20,contradict,50,3,12,12,d9787df7-8822-48f9-a4a0-6afe85a0ff2e,49960,49845,12,0,1813,74924,306,0.011422,22911,none,pm,1,1,1
contradict-t20,contradict,50,3,13,13,d9787df7-8822-48f9-a4a0-6afe85a0ff2e,49969,49845,12,0,1938,74971,309,0.011431,12239,none,pm,1,1,1
contradict-t20,contradict,50,3,14,14,d9787df7-8822-48f9-a4a0-6afe85a0ff2e,49966,49845,12,2,1938,75027,299,0.011433,18622,none,pm,1,1,1
contradict-t20,contradict,50,3,15,15,d9787df7-8822-48f9-a4a0-6afe85a0ff2e,49975,49845,12,2,1877,85343,305,0.012984,22288,none,pm,1,1,1
contradict-t20,contradict,50,3,16,16,d9787df7-8822-48f9-a4a0-6afe85a0ff2e,49973,49845,12,2,1950,85349,310,0.012988,21295,none,pm,1,1,1
contradict-t20,contradict,50,3,17,17,d9787df7-8822-48f9-a4a0-6afe85a0ff2e,49962,49845,12,2,2044,85378,315,0.012996,23333,none,pm,1,1,1
contradict-t20,contradict,50,3,18,18,d9787df7-8822-48f9-a4a0-6afe85a0ff2e,49971,49845,12,2,2098,85405,293,0.012987,19125,none,pm,1,1,1
contradict-t20,contradict,50,3,19,19,d9787df7-8822-48f9-a4a0-6afe85a0ff2e,49977,49845,12,2,2235,85400,324,0.013004,23847,none,pm,1,1,1
contradict-t20,contradict,50,3,20,20,d9787df7-8822-48f9-a4a0-6afe85a0ff2e,49963,49845,12,2,2350,85468,296,0.012998,15334,none,pm,1,1,1
contradict-t20,contradict,100,1,1,1,6c368325-926c-4e3b-aafc-536565e79357,60181,60000,2,0,0,14193,290,0.002303,4431,none,default,1,1,0
contradict-t20,contradict,100,1,2,2,6c368325-926c-4e3b-aafc-536565e79357,60133,60000,4,0,0,26679,306,0.004185,15273,none,pm,1,1,1
contradict-t20,contradict,100,1,3,3,6c368325-926c-4e3b-aafc-536565e79357,60186,60000,6,0,0,39105,299,0.006045,18537,none,pm,1,1,1
contradict-t20,contradict,100,1,4,4,6c368325-926c-4e3b-aafc-536565e79357,60129,60000,8,0,0,51481,308,0.007907,17860,none,pm,1,1,1
contradict-t20,contradict,100,1,5,5,6c368325-926c-4e3b-aafc-536565e79357,60128,60000,10,0,0,63876,281,0.00975,15009,none,pm,1,1,1
contradict-t20,contradict,100,1,6,6,6c368325-926c-4e3b-aafc-536565e79357,60159,60000,12,0,0,76253,295,0.011615,20459,none,pm,1,1,1
contradict-t20,contradict,100,1,7,7,6c368325-926c-4e3b-aafc-536565e79357,60119,60000,12,0,700,88641,287,0.013468,19231,none,pm,1,1,1
contradict-t20,contradict,100,1,8,8,6c368325-926c-4e3b-aafc-536565e79357,60198,60000,12,0,774,88833,326,0.013521,20822,none,pm,1,1,1
contradict-t20,contradict,100,1,9,9,6c368325-926c-4e3b-aafc-536565e79357,60114,60000,12,0,744,88864,318,0.01352,24252,none,pm,1,1,1
contradict-t20,contradict,100,1,10,10,6c368325-926c-4e3b-aafc-536565e79357,60118,60000,12,0,797,88856,323,0.013522,22926,none,pm,1,1,1
contradict-t20,contradict,100,1,11,11,6c368325-926c-4e3b-aafc-536565e79357,60129,60000,12,0,949,88893,336,0.013536,20854,none,pm,1,1,1
contradict-t20,contradict,100,1,12,12,6c368325-926c-4e3b-aafc-536565e79357,60116,60000,12,0,1120,89002,336,0.013552,22967,none,pm,1,1,1
contradict-t20,contradict,100,1,13,13,6c368325-926c-4e3b-aafc-536565e79357,60125,60000,12,0,1204,89081,343,0.013568,23590,none,pm,1,1,1
contradict-t20,contradict,100,1,14,14,6c368325-926c-4e3b-aafc-536565e79357,60122,60000,12,2,1204,89133,327,0.013566,21617,none,pm,1,1,1
contradict-t20,contradict,100,1,15,15,6c368325-926c-4e3b-aafc-536565e79357,60131,60000,12,2,1207,101553,314,0.015421,22666,none,pm,1,1,1
contradict-t20,contradict,100,1,16,16,6c368325-926c-4e3b-aafc-536565e79357,60129,60000,12,2,1230,101561,316,0.015424,21738,none,pm,1,1,1
contradict-t20,contradict,100,1,17,17,6c368325-926c-4e3b-aafc-536565e79357,60118,60000,12,2,1371,101576,328,0.015433,22789,none,pm,1,1,1
contradict-t20,contradict,100,1,18,18,6c368325-926c-4e3b-aafc-536565e79357,60127,60000,12,2,1451,101613,326,0.015438,21770,none,pm,1,1,1
